  542 0.439732 0.995450    0.55 0.05
  543 0.500000 0.997310    0.69 0.05
  544 0.678241 0.999333    0.67 0.05
  545 0.763889 0.995674    0.55 0.12
  546 0.644796 0.991099    0.67 0.05
  547 0.477679 0.997291    0.67 0.05
  548 0.698864 0.998017    0.55 0.08
  549 0.537037 1.000000    0.65 0.05
  550 0.604072 0.995191    0.69 0.05
  551 0.421875 0.994015    0.55 0.05
  552 0.311005 0.997072    0.55 0.05
  553 0.591111 0.998221    0.55 0.05
  554 0.470588 0.996918    0.65 0.05
  555 0.481481 0.997074    0.69 0.05
  556 0.620000 0.999326    0.55 0.10
  557 0.610860 0.998538    0.69 0.05
  558 0.633971 0.998897    0.69 0.05
  559 0.423445 1.000000    0.67 0.05
  560 0.435185 0.997964    0.55 0.12
  561 0.515625 0.999728    0.55 0.05
  562 0.582222 0.996976    0.55 0.05
  563 0.522624 0.996229    0.55 0.05
  564 0.517857 0.999208    0.69 0.05
  565 0.513889 0.996533    0.65 0.05
  566 0.708145 0.997331    0.67 0.05
  567 0.763393 0.997391    0.69 0.05
  568 0.736607 0.992811    0.69 0.05
  569 0.766204 0.998239    0.69 0.05
  570 0.652778 0.996066    0.55 0.12
  571 0.462222 0.999159    0.55 0.12
  572 0.576555 0.998799    0.65 0.05
  573 0.589286 1.000000    0.65 0.05
  574 0.642857 0.998551    0.55 0.05
  575 0.555556 0.998321    0.55 0.08
  576 0.461722 0.994001    0.55 0.05
  577 0.502841 0.999992    0.55 0.05
  578 0.354911 1.000000    0.55 0.10
  579 0.602679 0.993011    0.61 0.05
  580 0.517857 0.996528    0.55 0.10
  581 0.565341 1.000000    0.69 0.05
  582 0.664352 0.996706    0.59 0.05
  583 0.656250 1.000000    0.65 0.05
  584 0.448661 0.998560    0.55 0.05
  585 0.658385 0.997001    0.55 0.05
  586 0.504444 0.996345    0.67 0.05
  587 0.552036 0.994928    0.55 0.08
  588 0.569444 0.998174    0.65 0.05
  589 0.599548 0.998465    0.67 0.05
  590 0.684211 0.994493    0.55 0.05
  591 0.648325 1.000000    0.55 0.08
  592 0.565611 0.998802    0.63 0.05
  593 0.578704 0.997596    0.55 0.08
  594 0.483254 0.998590    0.55 0.05
  595 0.580357 0.996369    0.55 0.05
  596 0.622172 0.992452    0.67 0.05
  597 0.511574 1.000000    0.67 0.05
  598 0.332579 0.999391    0.55 0.05
  599 0.533482 1.000000    0.65 0.05
  600 0.631222 1.000000    0.67 0.05
  601 0.691111 0.991073    0.63 0.05
  602 0.625000 0.997039    0.55 0.05
  603 0.705882 0.996074    0.69 0.05
  604 0.484163 0.995454    0.55 0.05
  605 0.306818 0.997962    0.55 0.05
  606 0.597778 0.994514    0.55 0.05
  607 0.402222 0.997089    0.55 0.08
  608 0.549774 0.997549    0.55 0.08
  609 0.502232 0.997549    0.67 0.05
  610 0.488688 0.997896    0.65 0.05
  611 0.587963 0.993952    0.65 0.05
  612 0.598086 0.996587    0.55 0.05
  613 0.408482 0.998491    0.63 0.05
  614 0.568783 0.997867    0.63 0.05
  615 0.460000 0.997799    0.67 0.05
  616 0.506944 0.994413    0.65 0.05
  617 0.357955 0.997920    0.55 0.08
  618 0.547847 0.998615    0.55 0.05
  619 0.513889 0.998552    0.55 0.08
  620 0.325792 1.000000    0.69 0.05
  621 0.477500 0.996032    0.63 0.05
  622 0.517500 1.000000    0.65 0.05
  623 0.555000 0.997350    0.67 0.05
  624 0.465278 0.996602    0.65 0.05
  625 0.658482 0.997402    0.67 0.05
  626 0.575556 1.000000    0.69 0.05
  627 0.371111 1.000000    0.67 0.05
  628 0.518634 0.996439    0.55 0.12
  629 0.531111 0.997758    0.65 0.05
  630 0.526786 0.995741    0.55 0.05
  631 0.343750 0.997963    0.55 0.05
  632 0.593750 0.998811    0.55 0.08
  633 0.386161 0.999553    0.55 0.05
  634 0.377841 0.995818    0.55 0.05
  635 0.754630 0.995231    0.55 0.10
  636 0.646667 0.997687    0.69 0.05
  637 0.447500 0.997483    0.55 0.05
  638 0.477376 0.996785    0.55 0.08
  639 0.306878 0.995925    0.55 0.10
  640 0.450000 0.995955    0.55 0.05
  641 0.410000 0.995991    0.55 0.12
  642 0.408000 1.000000    0.69 0.05
  643 0.521531 1.000000    0.69 0.05
  644 0.463068 1.000000    0.67 0.05
  645 0.539352 0.993596    0.69 0.05
  646 0.479167 0.999594    0.55 0.05
  647 0.614833 1.000000    0.67 0.05
  648 0.580357 0.996927    0.55 0.12
  649 0.542411 0.999214    0.69 0.05
  650 0.562201 0.997726    0.69 0.05
  651 0.544643 0.997804    0.55 0.05
  652 0.477376 0.994592    0.67 0.05
  653 0.629630 0.993515    0.55 0.05
  654 0.680995 1.000443    0.55 0.05
  655 0.558036 0.992819    0.69 0.05
  656 0.381696 0.999242    0.55 0.05
  657 0.473214 0.994305    0.69 0.05
  658 0.527778 0.996123    0.55 0.05
  659 0.618304 0.996117    0.55 0.08
  660 0.676471 0.997130    0.65 0.05
  661 0.557778 0.994880    0.67 0.05
  662 0.636161 0.998118    0.69 0.05
  663 0.564593 0.996375    0.55 0.05
  664 0.635000 0.996579    0.69 0.05
  665 0.455000 0.996211    0.69 0.05
  666 0.521164 1.000000    0.67 0.05
  667 0.644444 0.997514    0.55 0.05
  668 0.296875 0.999699    0.55 0.05
  669 0.567873 0.998655    0.55 0.05
  670 0.533482 0.995739    0.55 0.05
  671 0.764706 0.995400    0.69 0.05
  672 0.617647 0.996292    0.69 0.05
  673 0.671958 0.995125    0.55 0.08
  674 0.537778 1.000000    0.69 0.05
  675 0.622172 1.000000    0.63 0.05
  676 0.732143 0.993771    0.65 0.05
  677 0.500000 0.996464    0.55 0.05
  678 0.584821 0.998270    0.55 0.05
  679 0.542411 0.992542    0.55 0.05
  680 0.585000 0.994998    0.55 0.08
  681 0.545455 0.998199    0.65 0.05
  682 0.618056 0.990742    0.69 0.05
  683 0.682870 0.999307    0.63 0.05
  684 0.595556 0.997881    0.67 0.05
  685 0.598214 0.995154    0.55 0.05
  686 0.439815 0.994776    0.55 0.05
  687 0.629187 0.996677    0.55 0.05
  688 0.619910 0.998981    0.55 0.05
  689 0.446429 0.999156    0.55 0.05
  690 0.719907 0.995027    0.55 0.05
  691 0.642500 0.997940    0.67 0.05
  692 0.538462 0.999469    0.67 0.05
  693 0.533493 0.997067    0.55 0.05
  694 0.542986 0.997393    0.55 0.10
  695 0.613122 1.000000    0.65 0.05
  696 0.389140 0.998254    0.55 0.05
  697 0.755556 0.997587    0.55 0.05
  698 0.579186 0.993665    0.55 0.05
  699 0.535556 0.995885    0.55 0.10
  700 0.464115 0.998734    0.69 0.05
  701 0.549774 1.000000    0.65 0.05
  702 0.619318 0.996594    0.55 0.12
  703 0.502262 0.999162    0.55 0.05
  704 0.493304 0.998242    0.61 0.05
  705 0.428230 0.994259    0.55 0.05
  706 0.410714 1.000000    0.69 0.05
  707 0.698661 0.997553    0.61 0.05
  708 0.473333 0.998094    0.69 0.05
  709 0.593750 0.998823    0.55 0.05
  710 0.524554 0.997467    0.55 0.05
  711 0.745536 0.994309    0.55 0.10
  712 0.584444 0.997741    0.63 0.05
  713 0.520000 0.995727    0.67 0.05
  714 0.481900 0.997620    0.55 0.05
  715 0.436652 0.993350    0.55 0.08
  716 0.384259 0.998569    0.55 0.05
  717 0.630000 0.993808    0.55 0.05
  718 0.743304 0.995676    0.69 0.05
  719 0.714286 0.995940    0.55 0.05
  720 0.546296 1.000774    0.55 0.05
  721 0.456019 0.997790    0.55 0.08
  722 0.422222 0.998688    0.55 0.05
  723 0.544643 0.998709    0.55 0.08
  724 0.810268 1.000000    0.55 0.08
  725 0.600446 1.002391    0.63 0.05
  726 0.355556 0.995027    0.55 0.05
  727 0.662896 0.999381    0.55 0.05
  728 0.629464 1.001107    0.65 0.05
  729 0.365079 1.000000    0.69 0.05
  730 0.404762 0.999277    0.65 0.05
  731 0.511161 1.000000    0.69 0.05
  732 0.611111 0.998112    0.55 0.05
  733 0.734375 0.997230    0.67 0.05
  734 0.682870 0.998165    0.55 0.05
  735 0.595000 1.000000    0.63 0.05
  736 0.635556 0.997641    0.67 0.05
  737 0.474537 0.995593    0.67 0.05
  738 0.714932 0.996840    0.67 0.05
  739 0.602222 0.996784    0.55 0.05
  740 0.346154 0.993782    0.55 0.12
  741 0.592760 0.998365    0.65 0.05
  742 0.283069 0.993345    0.55 0.05
  743 0.708995 0.997464    0.67 0.05
  744 0.590278 0.998959    0.67 0.05
  745 0.435268 0.998146    0.67 0.05
  746 0.554299 0.997102    0.55 0.05
  747 0.563348 1.000609    0.55 0.05
  748 0.414352 0.995122    0.55 0.05
  749 0.456019 1.001469    0.69 0.05
  750 0.502262 0.999141    0.55 0.05
  751 0.657407 1.000275    0.55 0.10
  752 0.631111 1.000000    0.55 0.12
  753 0.441964 1.000000    0.65 0.05
  754 0.593750 0.997772    0.69 0.05
  755 0.337963 0.998036    0.69 0.05
  756 0.332500 1.004181    0.55 0.05
  757 0.463801 0.993037    0.55 0.05
  758 0.604072 0.997098    0.67 0.05
  759 0.493304 1.000000    0.69 0.05
  760 0.733796 0.997663    0.69 0.05
  761 0.760000 0.992249    0.55 0.10
  762 0.559028 1.000000    0.55 0.12
  763 0.536199 0.995750    0.55 0.05
  764 0.538278 0.996419    0.55 0.12
  765 0.537500 0.998564    0.55 0.05
  766 0.575893 0.995858    0.55 0.12
  767 0.666667 0.996893    0.67 0.05
  768 0.593750 1.000174    0.55 0.08
  769 0.388889 0.995947    0.55 0.05
  770 0.550239 0.996809    0.65 0.05
  771 0.806667 0.993658    0.69 0.05
  772 0.535714 0.994522    0.55 0.05
  773 0.548295 0.995035    0.55 0.05
  774 0.610860 0.998922    0.55 0.05
  775 0.685268 0.993535    0.55 0.12
  776 0.406250 0.994984    0.69 0.05
  777 0.542986 0.991857    0.55 0.05
  778 0.524887 1.000000    0.65 0.05
  779 0.567130 0.996190    0.55 0.05
  780 0.672500 0.993767    0.55 0.05
  781 0.500000 0.995405    0.67 0.05
  782 0.517857 0.994508    0.67 0.05
  783 0.575893 0.996108    0.63 0.05
  784 0.430804 0.994437    0.55 0.05
  785 0.517857 1.000000    0.55 0.10
  786 0.341518 0.995221    0.55 0.05
  787 0.613839 0.996937    0.55 0.05
  788 0.432870 0.995940    0.55 0.05
  789 0.558824 0.998761    0.65 0.05
  790 0.683036 0.998479    0.55 0.05
  791 0.687500 0.995602    0.63 0.05
  792 0.556561 0.995511    0.67 0.05
  793 0.510000 0.997092    0.69 0.05
  794 0.653846 0.999763    0.67 0.05
  795 0.486111 0.996428    0.69 0.05
  796 0.649321 0.994054    0.55 0.05
  797 0.295455 0.987864    0.55 0.05
  798 0.437500 0.999300    0.69 0.05
  799 0.475446 0.996321    0.69 0.05
  800 0.502315 1.000146    0.55 0.05
  801 0.365741 0.996884    0.69 0.05
  802 0.471292 0.989051    0.69 0.05
  803 0.553571 0.997943    0.67 0.05
  804 0.772321 0.997096    0.55 0.05
  805 0.554299 0.999594    0.55 0.05
  806 0.453125 0.995153    0.55 0.05
  807 0.553333 0.998262    0.69 0.05
  808 0.457672 0.994826    0.55 0.05
  809 0.412946 1.000000    0.67 0.05
  810 0.694570 0.998704    0.63 0.05
  811 0.379630 1.000902    0.55 0.05
  812 0.571429 0.997544    0.69 0.05
  813 0.679426 1.000000    0.69 0.05
  814 0.430804 0.998001    0.55 0.05
  815 0.567873 0.998080    0.69 0.05
  816 0.588235 0.998339    0.55 0.12
  817 0.488839 0.997313    0.55 0.12
  818 0.481481 0.993931    0.65 0.05
  819 0.477778 0.996786    0.55 0.10
  820 0.400463 0.998424    0.55 0.05
  821 0.642222 0.997488    0.55 0.05
  822 0.485646 0.997479    0.55 0.05
  823 0.595982 0.995776    0.55 0.05
  824 0.712054 0.996142    0.55 0.05
  825 0.678571 0.996123    0.67 0.05
  826 0.526786 0.995691    0.55 0.05
  827 0.511962 0.998251    0.55 0.05
  828 0.493056 0.997098    0.69 0.05
  829 0.383929 0.995885    0.55 0.05
  830 0.377232 0.995683    0.55 0.05
  831 0.739819 1.000231    0.65 0.05
  832 0.366516 0.997993    0.65 0.05
  833 0.678241 0.996724    0.69 0.05
  834 0.446429 1.001408    0.55 0.05
  835 0.622768 0.995555    0.55 0.05
  836 0.705882 0.998870    0.55 0.05
  837 0.488839 0.996004    0.55 0.05
  838 0.597285 0.996061    0.55 0.12
  839 0.435185 0.994481    0.55 0.08
  840 0.502262 0.997559    0.69 0.05
  841 0.407240 0.995183    0.55 0.10
  842 0.835556 0.997579    0.55 0.05
  843 0.436652 0.996789    0.55 0.05
  844 0.575893 0.995570    0.69 0.05
  845 0.513393 1.000000    0.65 0.05
  846 0.723214 0.998015    0.57 0.05
  847 0.402222 0.998231    0.55 0.05
  848 0.395833 0.996470    0.55 0.12
  849 0.535885 1.000000    0.69 0.05
  850 0.564815 0.997013    0.55 0.12
  851 0.520089 1.001141    0.67 0.05
  852 0.543981 0.992388    0.69 0.05
  853 0.700000 0.997047    0.65 0.05
  854 0.694570 1.000173    0.55 0.05
  855 0.692500 0.988426    0.69 0.05
  856 0.386364 0.997891    0.63 0.05
  857 0.345000 0.994993    0.67 0.05
  858 0.679426 1.004812    0.69 0.05
  859 0.366071 1.000033    0.69 0.05
  860 0.456019 0.995602    0.69 0.05
  861 0.319196 0.994786    0.55 0.05
  862 0.671875 0.996319    0.65 0.05
  863 0.687831 0.995667    0.55 0.08
  864 0.581448 0.994575    0.65 0.05
  865 0.607143 0.997894    0.63 0.05
  866 0.407240 0.992619    0.55 0.10
  867 0.502500 0.996274    0.63 0.05
  868 0.615385 0.997492    0.69 0.05
  869 0.548611 0.997306    0.55 0.05
  870 0.495536 0.999535    0.55 0.05
  871 0.495475 0.997675    0.55 0.05
  872 0.555024 1.002145    0.69 0.05
  873 0.509050 0.999156    0.55 0.05
  874 0.372768 0.998359    0.55 0.05
  875 0.562500 0.997395    0.69 0.05
  876 0.439815 0.995126    0.55 0.08
  877 0.592760 0.996671    0.55 0.05
  878 0.563492 0.995858    0.55 0.05
  879 0.555556 0.995043    0.63 0.05
  880 0.460317 0.996515    0.67 0.05
  881 0.495475 0.999414    0.55 0.05
  882 0.506696 0.998361    0.55 0.12
  883 0.560268 0.998508    0.55 0.05
  884 0.568889 0.996345    0.67 0.05
  885 0.524444 0.995211    0.55 0.08
  886 0.488688 0.997810    0.55 0.05
  887 0.495370 0.996497    0.55 0.05
  888 0.683036 0.998416    0.69 0.05
  889 0.479911 1.000411    0.65 0.05
  890 0.560000 0.995710    0.55 0.05
  891 0.650718 0.997875    0.67 0.05
  892 0.515837 0.990658    0.67 0.05
  893 0.281250 0.991179    0.57 0.05
  894 0.640000 0.999865    0.67 0.05
  895 0.667411 0.994858    0.55 0.05
  896 0.638009 0.999000    0.67 0.05
  897 0.513393 0.994076    0.55 0.05
  898 0.545249 0.998814    0.69 0.05
  899 0.572398 0.996888    0.67 0.05
  900 0.383929 1.000186    0.67 0.05
  901 0.325397 0.995822    0.69 0.05
  902 0.346667 0.994549    0.55 0.05
  903 0.469907 0.999231    0.55 0.10
  904 0.736607 1.000000    0.69 0.05
  905 0.489418 0.991739    0.63 0.05
  906 0.489418 0.997697    0.55 0.05
  907 0.543981 0.997565    0.63 0.05
  908 0.724868 0.995155    0.55 0.05
  909 0.402778 0.997595    0.63 0.05
  910 0.574163 0.996773    0.69 0.05
  911 0.536199 0.998610    0.63 0.05
  912 0.571111 1.000000    0.69 0.05
  913 0.527500 0.996190    0.55 0.05
  914 0.552632 0.994564    0.55 0.08
  915 0.492823 0.997811    0.55 0.05
  916 0.642534 0.996042    0.69 0.05
  917 0.562201 0.997937    0.55 0.05
  918 0.798643 0.992114    0.55 0.12
  919 0.665158 0.996559    0.65 0.05
  920 0.477679 0.997397    0.55 0.08
  921 0.502392 0.996094    0.55 0.12
  922 0.343891 0.996743    0.69 0.05
  923 0.737557 0.998038    0.69 0.05
  924 0.703704 0.997510    0.67 0.05
  925 0.617647 0.996497    0.55 0.10
  926 0.564815 0.995557    0.69 0.05
  927 0.649554 1.000000    0.69 0.05
  928 0.626697 0.994873    0.55 0.10
  929 0.325000 0.994690    0.55 0.08
  930 0.640000 1.000000    0.55 0.10
  931 0.529018 0.995494    0.55 0.10
  932 0.509050 0.996844    0.65 0.05
  933 0.453125 1.000000    0.63 0.05
  934 0.574163 0.998235    0.55 0.12
  935 0.386574 0.998762    0.55 0.10
  936 0.479911 0.995818    0.55 0.05
  937 0.595556 0.996084    0.55 0.12
  938 0.548611 0.996180    0.55 0.12
  939 0.440191 0.997525    0.69 0.05
  940 0.543062 0.995116    0.55 0.05
  941 0.443439 0.997495    0.55 0.08
  942 0.491111 0.997418    0.55 0.05
  943 0.400000 0.994975    0.55 0.10
  944 0.443439 0.997105    0.69 0.05
  945 0.571770 0.996207    0.69 0.05
  946 0.332500 1.000000    0.55 0.12
  947 0.529412 0.995279    0.55 0.05
  948 0.475113 0.999370    0.55 0.05
  949 0.327500 0.995476    0.67 0.05
  950 0.338068 1.000000    0.67 0.05
  951 0.526786 0.999627    0.55 0.05
  952 0.658371 0.997916    0.55 0.05
  953 0.333333 0.995856    0.67 0.05
  954 0.468750 0.997792    0.55 0.10
  955 0.524554 0.996580    0.65 0.05
  956 0.537946 0.998041    0.67 0.05
  957 0.767943 1.000000    0.69 0.05
  958 0.556561 0.996855    0.69 0.05
  959 0.411765 0.997590    0.65 0.05
  960 0.511312 1.000000    0.55 0.10
  961 0.611607 0.998128    0.69 0.05
  962 0.500000 0.997700    0.69 0.05
  963 0.479638 0.995746    0.55 0.05
  964 0.411111 0.997949    0.69 0.05
  965 0.459821 0.997783    0.55 0.05
  966 0.462054 0.996620    0.55 0.08
  967 0.643519 0.997208    0.65 0.05
  968 0.569196 0.998352    0.55 0.05
  969 0.611111 0.995257    0.55 0.10
  970 0.662037 1.000000    0.55 0.12
  971 0.583333 0.996583    0.65 0.05
  972 0.497685 0.997125    0.55 0.05
  973 0.417411 0.997022    0.55 0.05
  974 0.368304 0.995600    0.69 0.05
  975 0.656109 0.997400    0.55 0.05
  976 0.378307 0.997637    0.55 0.12
  977 0.736607 0.994652    0.69 0.05
  978 0.625000 0.999191    0.67 0.05
  979 0.542614 0.996265    0.63 0.05
  980 0.553333 0.994221    0.55 0.10
  981 0.508929 0.997502    0.55 0.08
  982 0.637778 0.996037    0.55 0.10
  983 0.600000 0.995530    0.55 0.12
  984 0.697778 0.997140    0.55 0.05
  985 0.549107 0.997189    0.59 0.05
  986 0.604072 0.996963    0.55 0.08
  987 0.455000 0.991571    0.65 0.05
  988 0.395089 0.997817    0.55 0.05
  989 0.309955 0.995210    0.55 0.05
  990 0.412946 0.996974    0.55 0.05
  991 0.644796 0.996258    0.55 0.10
  992 0.593333 1.000000    0.65 0.05
  993 0.553571 0.996941    0.69 0.05
  994 0.553571 1.000000    0.69 0.05
  995 0.395928 0.997650    0.55 0.08
  996 0.502222 0.994949    0.63 0.05
  997 0.638756 0.995220    0.55 0.05
  998 0.542986 0.998700    0.55 0.05
  999 0.245342 0.995426    0.55 0.05
 1000 0.547500 0.998631    0.55 0.08
 1001 0.332579 0.996733    0.69 0.05
 1002 0.424444 0.999931    0.55 0.05
 1003 0.690045 0.997465    0.55 0.05
 1004 0.455357 1.000000    0.63 0.05
 1005 0.537946 0.999270    0.65 0.05
 1006 0.486111 0.996456    0.55 0.05
 1007 0.610860 0.998356    0.55 0.05
 1008 0.368304 0.995448    0.55 0.12
 1009 0.606335 0.994685    0.55 0.05
 1010 0.629630 0.994849    0.55 0.05
 1011 0.396825 0.993544    0.69 0.05
 1012 0.328054 0.999601    0.67 0.05
 1013 0.500000 0.995635    0.65 0.05
 1014 0.513575 0.996396    0.55 0.05
 1015 0.533482 0.998212    0.55 0.05
 1016 0.552036 0.998749    0.55 0.05
 1017 0.368056 0.995760    0.69 0.05
 1018 0.690045 0.998017    0.69 0.05
 1019 0.523148 0.998613    0.55 0.05
 1020 0.329545 0.991476    0.69 0.05
 1021 0.620370 0.996031    0.55 0.05
 1022 0.606335 0.997238    0.67 0.05
 1023 0.495370 0.998157    0.55 0.10
 1024 0.490950 0.998384    0.67 0.05
 1025 0.671875 0.999833    0.55 0.05
 1026 0.545000 0.997343    0.55 0.05
 1027 0.490950 0.996941    0.69 0.05
 1028 0.667421 0.994864    0.63 0.05
 1029 0.611607 0.998633    0.55 0.12
 1030 0.377315 0.997614    0.69 0.05
 1031 0.472050 0.990823    0.67 0.05
 1032 0.222222 0.994943    0.55 0.12
 1033 0.457778 1.000000    0.69 0.05
 1034 0.384259 0.993811    0.55 0.10
 1035 0.346667 0.992495    0.69 0.05
 1036 0.551339 0.994865    0.69 0.05
 1037 0.481481 0.999699    0.67 0.05
 1038 0.470000 0.993052    0.69 0.05
 1039 0.363839 1.002208    0.55 0.05
 1040 0.423077 0.993836    0.69 0.05
 1041 0.637778 1.000000    0.69 0.05
 1042 0.520362 0.999559    0.55 0.05
 1043 0.409502 0.994817    0.67 0.05
 1044 0.701389 1.000644    0.55 0.05
 1045 0.627315 0.994987    0.55 0.05
 1046 0.493056 0.997476    0.55 0.05
 1047 0.332589 1.000000    0.63 0.05
 1048 0.531250 0.996768    0.55 0.05
 1049 0.656109 0.998017    0.55 0.05
 1050 0.685268 0.998834    0.69 0.05
 1051 0.594907 0.993482    0.65 0.05
 1052 0.544974 0.994432    0.67 0.05
 1053 0.574074 0.997055    0.65 0.05
 1054 0.538462 1.000523    0.55 0.05
 1055 0.526316 0.999973    0.55 0.05
 1056 0.631696 0.998505    0.55 0.05
 1057 0.384444 0.996539    0.69 0.05
 1058 0.765550 1.001021    0.65 0.05
 1059 0.297778 0.991983    0.55 0.08
 1060 0.564593 0.999362    0.65 0.05
 1061 0.627315 0.994668    0.55 0.05
 1062 0.636161 0.997910    0.69 0.05
 1063 0.527149 0.998368    0.67 0.05
 1064 0.631222 0.998322    0.69 0.05
 1065 0.485000 0.996923    0.69 0.05
 1066 0.625000 0.994748    0.55 0.05
 1067 0.410714 0.996042    0.55 0.05
 1068 0.558036 1.001008    0.55 0.05
 1069 0.400463 0.994398    0.55 0.05
 1070 0.462222 0.995991    0.55 0.12
 1071 0.462963 0.994279    0.63 0.05
 1072 0.421053 0.995311    0.55 0.08
 1073 0.415179 0.996914    0.55 0.05
 1074 0.611111 0.997489    0.55 0.10
 1075 0.453333 1.000000    0.67 0.05
 1076 0.537500 0.993872    0.55 0.10
 1077 0.514354 1.000000    0.63 0.05
 1078 0.469907 0.999182    0.55 0.08
 1079 0.681818 0.995631    0.65 0.05
 1080 0.647059 0.998160    0.69 0.05
 1081 0.273756 0.998206    0.55 0.05
 1082 0.615385 0.997756    0.55 0.05
 1083 0.401786 0.991171    0.67 0.05
 1084 0.485000 1.004180    0.55 0.05
 1085 0.529101 0.996402    0.69 0.05
 1086 0.468750 0.998755    0.65 0.05
 1087 0.513393 0.994832    0.69 0.05
 1088 0.696833 0.999318    0.69 0.05
 1089 0.488426 0.996744    0.55 0.05
 1090 0.364253 0.999402    0.67 0.05
 1091 0.467593 0.995207    0.55 0.05
 1092 0.667411 1.000520    0.55 0.08
 1093 0.595694 0.996509    0.55 0.08
 1094 0.608796 0.998454    0.63 0.05
 1095 0.575893 0.997975    0.69 0.05
 1096 0.591518 0.997788    0.55 0.05
 1097 0.581448 0.995229    0.55 0.12
 1098 0.372768 0.998708    0.69 0.05
 1099 0.310268 1.000000    0.65 0.05
 1100 0.524554 0.998164    0.67 0.05
 1101 0.433036 0.996631    0.55 0.08
 1102 0.645833 0.998784    0.65 0.05
 1103 0.703349 0.997618    0.55 0.05
 1104 0.556561 0.997585    0.63 0.05
 1105 0.418660 0.997166    0.65 0.05
 1106 0.478469 1.000000    0.65 0.05
 1107 0.601852 0.996426    0.67 0.05
 1108 0.470588 0.999207    0.55 0.05
 1109 0.474537 0.995053    0.55 0.05
 1110 0.601810 0.998395    0.67 0.05
 1111 0.502646 0.994533    0.61 0.05
 1112 0.511574 0.998020    0.67 0.05
 1113 0.637778 0.994502    0.55 0.08
 1114 0.646667 0.997944    0.59 0.05
 1115 0.712919 0.997582    0.55 0.05
 1116 0.628889 0.998066    0.55 0.05
 1117 0.549107 0.999542    0.67 0.05
 1118 0.590498 0.998276    0.65 0.05
 1119 0.504785 0.997369    0.55 0.05
 1120 0.562222 0.996485    0.67 0.05
 1121 0.236842 1.000000    0.55 0.12
 1122 0.538462 0.996714    0.55 0.08
 1123 0.678571 0.996061    0.69 0.05
 1124 0.508929 0.998663    0.55 0.05
 1125 0.462963 0.997249    0.55 0.05
 1126 0.513333 0.996903    0.55 0.05
 1127 0.626984 0.998181    0.65 0.05
 1128 0.648325 0.993041    0.55 0.05
 1129 0.581448 0.996245    0.69 0.05
 1130 0.650718 0.997909    0.55 0.12
 1131 0.319444 0.997792    0.55 0.05
 1132 0.354167 0.996955    0.55 0.05
 1133 0.757919 0.996870    0.55 0.12
 1134 0.555556 0.992916    0.57 0.05
 1135 0.468750 0.996969    0.55 0.05
 1136 0.447368 0.997972    0.69 0.05
 1137 0.629464 0.999571    0.55 0.08
 1138 0.746606 0.999040    0.55 0.10
 1139 0.662896 0.994319    0.55 0.05
 1140 0.635747 0.996692    0.69 0.05
 1141 0.631944 0.994276    0.55 0.05
 1142 0.631944 0.992556    0.55 0.05
 1143 0.662679 0.995230    0.55 0.05
 1144 0.724537 0.992448    0.69 0.05
 1145 0.575000 0.993023    0.67 0.05
 1146 0.475113 0.995423    0.55 0.05
 1147 0.509050 0.994736    0.55 0.08
 1148 0.666667 0.996171    0.63 0.05
 1149 0.495215 0.997884    0.65 0.05
 1150 0.551339 0.996636    0.69 0.05
 1151 0.624434 0.996760    0.67 0.05
 1152 0.636364 0.997905    0.65 0.05
 1153 0.766667 0.998556    0.55 0.10
 1154 0.500000 0.996052    0.69 0.05
 1155 0.743304 0.997450    0.67 0.05
 1156 0.633484 0.998928    0.55 0.05
 1157 0.671875 0.997209    0.65 0.05
 1158 0.495370 0.995481    0.55 0.05
 1159 0.569378 1.003948    0.57 0.05
 1160 0.593301 1.000000    0.65 0.05
 1161 0.525463 0.999658    0.55 0.08
 1162 0.660287 0.997851    0.55 0.08
 1163 0.615000 0.994783    0.55 0.05
 1164 0.600000 0.997534    0.63 0.05
 1165 0.642534 0.996774    0.55 0.05
 1166 0.470588 0.995841    0.65 0.05
 1167 0.595694 0.995014    0.55 0.08
 1168 0.658371 0.998470    0.63 0.05
 1169 0.662896 0.998924    0.67 0.05
 1170 0.444444 0.993792    0.65 0.05
 1171 0.754464 1.000000    0.67 0.05
 1172 0.402500 0.995808    0.55 0.08
 1173 0.490741 0.996118    0.65 0.05
 1174 0.538278 0.996830    0.55 0.05
 1175 0.606481 0.998119    0.69 0.05
 1176 0.468326 0.997293    0.55 0.05
 1177 0.707589 1.000000    0.67 0.05
 1178 0.627232 1.000000    0.55 0.10
 1179 0.821429 0.993932    0.55 0.12
 1180 0.349537 0.992689    0.69 0.05
 1181 0.370813 0.999384    0.55 0.08
 1182 0.464115 0.993542    0.69 0.05
 1183 0.479638 0.993110    0.63 0.05
 1184 0.557870 0.991796    0.55 0.05
 1185 0.561086 0.997919    0.69 0.05
 1186 0.710648 1.000000    0.67 0.05
 1187 0.532407 0.996911    0.55 0.05
 1188 0.762222 0.998315    0.65 0.05
 1189 0.421875 0.999567    0.55 0.05
 1190 0.571111 0.996765    0.55 0.05
 1191 0.707500 1.000000    0.67 0.05
 1192 0.571429 0.998214    0.69 0.05
 1193 0.450000 1.000000    0.65 0.05
 1194 0.502646 0.996153    0.67 0.05
 1195 0.645833 0.994009    0.65 0.05
 1196 0.587963 0.998040    0.55 0.10
 1197 0.722500 0.997747    0.67 0.05
 1198 0.506696 0.996126    0.69 0.05
